"","interest_rate","income_ver","debt_to_income","credit_util","bankruptcy","term","issue","credit_checks"
"8443",11.98,"Source Verified",23.94,"0.089","no",60,2,3
"8444",11.98,"Source Verified",13.65,"0.724","yes",60,3,0
"8445",20,"Verified",30.55,"0.134","no",36,2,2
"8446",9.93,"Verified",41.54,"0.762","no",60,1,14
"8447",7.97,"Not Verified",12.37,"0.698","no",36,2,0
"8448",15.04,"Source Verified",8.53,"0.062","yes",60,3,5
"8449",6.07,"Source Verified",15.08,"0.100","no",36,2,5
"8450",24.85,"Source Verified",23.18,"0.237","no",60,1,5
"8451",10.9,"Not Verified",20.76,"0.335","no",36,3,0
"8452",6.08,"Source Verified",12.83,"0.052","no",36,1,5
"8453",11.98,"Source Verified",13.03,"0.821","no",36,3,11
"8454",16.02,"Not Verified",13.23,"0.072","no",36,1,2
"8455",14.07,"Verified",12.28,"0.121","no",60,3,2
"8456",7.35,"Verified",6,"0.019","no",36,2,0
"8457",10.42,"Not Verified",23.05,"0.577","no",36,2,10
"8458",20.39,"Verified",10.55,"0.665","no",60,3,1
"8459",9.44,"Source Verified",12.26,"0.133","no",36,2,0
"8460",12.62,"Not Verified",5.43,"0.587","no",36,1,0
"8461",5.31,"Not Verified",28.84,"0.565","no",36,3,0
"8462",13.59,"Source Verified",20.25,"0.299","no",60,1,3
"8463",14.08,"Source Verified",38.08,"0.087","no",60,2,0
"8464",9.93,"Source Verified",15.07,"0.093","no",60,1,1
"8465",14.08,"Verified",10.35,"0.045","no",36,1,0
"8466",16.02,"Not Verified",19.78,"0.250","no",36,2,2
"8467",6.08,"Not Verified",16.33,"0.475","no",36,2,0
"8468",19.03,"Not Verified",5.19,"0.042","no",36,2,4
"8469",6.07,"Not Verified",20.52,"0.306","no",36,3,6
"8470",7.97,"Source Verified",8.76,"0.350","no",36,2,0
"8471",5.31,"Source Verified",26.65,"0.437","no",36,2,0
"8472",21.45,"Not Verified",16.73,"0.161","no",60,2,1
"8473",12.62,"Verified",81.68,"0.280","no",36,2,1
"8474",16.02,"Not Verified",23.01,"0.212","no",36,2,2
"8475",9.44,"Source Verified",17.97,"0.351","no",36,2,2
"8476",23.88,"Verified",35.56,"0.473","no",60,2,3
"8477",5.32,"Not Verified",11.61,"0.439","no",36,1,0
"8478",7.34,"Not Verified",22.79,"0.537","no",36,3,1
"8479",10.9,"Source Verified",19.96,"0.650","no",36,2,2
"8480",11.98,"Verified",11.5,"0.078","no",60,3,4
"8481",9.93,"Source Verified",13.97,"0.480","yes",60,1,0
"8482",19.42,"Source Verified",33.85,"0.846","no",36,3,0
"8483",14.07,"Source Verified",9.78,"0.816","no",36,3,1
"8484",15.04,"Source Verified",20.84,"0.572","no",60,3,1
"8485",7.97,"Source Verified",19.12,"0.267","no",36,1,2
"8486",16.02,"Verified",17.96,"0.724","no",60,3,5
"8487",18.06,"Source Verified",28.34,"0.357","no",36,2,2
"8488",10.91,"Not Verified",29.62,"0.223","no",36,2,10
"8489",9.43,"Not Verified",20.35,"0.132","no",60,2,0
"8490",13.59,"Not Verified",14.68,"0.351","no",36,1,0
"8491",7.97,"Not Verified",20.28,"0.205","no",36,1,2
"8492",15.04,"Verified",18.19,"0.806","no",36,3,1
"8493",25.81,"Verified",14.66,"0.383","no",60,3,2
"8494",19.42,"Verified",24.65,"0.146","no",60,3,1
"8495",24.85,"Not Verified",18.45,"0.811","yes",60,1,0
"8496",29.69,"Not Verified",9.91,"0.113","no",60,3,2
"8497",18.06,"Verified",13.65,"0.758","no",60,1,1
"8498",14.07,"Verified",20.88,"0.724","yes",36,3,2
"8499",17.09,"Source Verified",27.03,"0.551","no",36,2,3
"8500",19.42,"Verified",4.26,"0.590","no",60,3,0
"8501",11.99,"Verified",47.36,"0.463","no",60,2,3
"8502",10.9,"Source Verified",8.95,"0.103","no",36,3,1
"8503",11.98,"Source Verified",14.88,"0.760","no",60,3,7
"8504",21.85,"Source Verified",8.38,"0.123","no",60,3,7
"8505",9.44,"Source Verified",12.03,"0.116","no",36,1,1
"8506",12.62,"Source Verified",8.47,"0.386","no",60,1,0
"8507",15.05,"Source Verified",18.08,"0.169","no",36,1,1
"8508",7.35,"Not Verified",16.67,"0.045","no",36,2,0
"8509",23.87,"Source Verified",29.63,"0.597","yes",60,2,2
"8510",12.61,"Source Verified",10.09,"0.534","no",36,3,5
"8511",9.92,"Not Verified",9.12,"0.867","no",36,3,0
"8512",15.05,"Source Verified",24.68,"0.111","no",60,2,3
"8513",9.43,"Not Verified",18.8,"0.471","no",36,3,1
"8514",16.02,"Not Verified",33.42,"0.720","yes",36,1,2
"8515",7.34,"Source Verified",2.83,"0.511","no",60,3,1
"8516",9.43,"Source Verified",0.81,"0.000","no",36,3,1
"8517",10.9,"Source Verified",11.24,"0.239","no",36,3,1
"8518",23.87,"Source Verified",23.02,"0.557","yes",36,3,6
"8519",10.42,"Not Verified",31.02,"0.647","no",36,2,2
"8520",17.09,"Not Verified",37.81,"1.015","no",36,2,0
"8521",6.07,"Source Verified",14.58,"0.297","no",36,3,0
"8522",9.43,"Source Verified",13.7,"0.071","yes",36,3,1
"8523",13.58,"Not Verified",29.4,"0.246","no",60,3,1
"8524",11.99,"Verified",3.54,"0.123","no",60,2,3
"8525",11.98,"Verified",10.97,"0.439","yes",36,3,0
"8526",5.32,"Source Verified",3.77,"0.175","no",36,1,0
"8527",12.62,"Not Verified",25.33,"0.172","no",60,1,2
"8528",15.05,"Source Verified",7.54,"0.054","no",60,1,0
"8529",7.35,"Not Verified",17.83,"0.283","no",60,1,3
"8530",15.04,"Not Verified",23.88,"0.547","yes",60,3,3
"8531",19.42,"Not Verified",13.11,"0.582","no",36,3,3
"8532",6.71,"Source Verified",29.19,"0.106","no",36,2,3
"8533",5.31,"Not Verified",15.27,"0.509","no",36,3,0
"8534",12.61,"Verified",14.38,"0.742","yes",60,3,1
"8535",9.44,"Not Verified",21.14,"0.328","no",36,1,7
"8536",21.45,"Verified",7.24,"0.615","no",60,2,0
"8537",6.72,"Not Verified",7.93,"0.246","no",36,1,1
"8538",13.58,"Source Verified",39.25,"0.706","no",36,3,2
"8539",9.93,"Not Verified",27.92,"0.534","yes",36,1,0
"8540",10.42,"Source Verified",18,"0.067","yes",60,1,4
"8541",10.42,"Source Verified",2.15,"0.026","no",60,2,0
"8542",6.71,"Verified",17.46,"0.489","no",36,3,8
"8543",9.43,"Source Verified",17.45,"0.406","no",36,3,3
"8544",10.41,"Verified",44.75,"0.363","no",36,3,0
"8545",14.08,"Source Verified",9.53,"0.147","no",60,1,1
"8546",6.72,"Source Verified",11.5,"0.261","no",36,1,1
"8547",12.61,"Source Verified",28.44,"0.921","no",36,3,0
"8548",15.04,"Verified",22.91,"0.754","no",36,3,0
"8549",9.92,"Source Verified",3.89,"0.130","yes",36,3,3
"8550",21.85,"Not Verified",19.92,"0.777","yes",60,3,5
"8551",5.32,"Verified",43.24,"0.304","no",36,1,0
"8552",9.92,"Verified",13.34,"0.067","yes",36,3,2
"8553",5.31,"Not Verified",9.38,"0.195","no",36,3,0
"8554",6.07,"Source Verified",28.3,"0.225","no",36,2,4
"8555",16.02,"Source Verified",27.78,"0.081","no",60,2,5
"8556",18.06,"Source Verified",38.79,"0.162","yes",36,1,1
"8557",20,"Source Verified",17.3,"0.853","no",36,1,4
"8558",10.9,"Source Verified",26.89,"0.433","no",60,2,0
"8559",7.34,"Verified",28.21,"0.234","no",36,3,0
"8560",17.09,"Source Verified",0,"0.000","no",60,2,1
"8561",6.72,"Not Verified",31.45,"0.577","no",36,2,0
"8562",5.31,"Source Verified",11.12,"0.068","no",36,2,6
"8563",15.05,"Source Verified",21.24,"0.183","no",60,1,8
"8564",11.99,"Not Verified",15.95,"0.563","yes",36,1,1
"8565",7.97,"Not Verified",28.47,"0.570","yes",36,1,1
"8566",20,"Verified",20.48,"0.311","no",36,1,3
"8567",10.42,"Not Verified",28.52,"0.769","no",36,2,6
"8568",10.41,"Not Verified",33.97,"0.722","no",36,3,1
"8569",7.96,"Source Verified",22.34,"0.374","no",36,3,2
"8570",11.98,"Source Verified",18.81,"0.266","no",36,2,0
"8571",9.93,"Not Verified",10.44,"0.501","no",36,2,0
"8572",13.59,"Not Verified",5.89,"0.569","no",36,1,0
"8573",6.07,"Not Verified",7.56,"0.679","no",36,3,1
"8574",7.96,"Source Verified",4.21,"0.039","no",36,3,1
"8575",30.17,"Source Verified",11.55,"0.660","yes",60,2,1
"8576",7.96,"Source Verified",8.83,"0.066","no",36,3,3
"8577",7.35,"Source Verified",1.52,"0.044","no",36,1,1
"8578",9.43,"Source Verified",19.88,"0.448","no",36,3,1
"8579",10.91,"Source Verified",14.59,"0.189","yes",36,1,3
"8580",10.42,"Verified",21.51,"0.286","no",36,1,0
"8581",13.59,"Not Verified",10.4,"0.335","yes",36,1,4
"8582",13.58,"Source Verified",15.86,"0.283","no",36,2,7
"8583",6.08,"Verified",4.23,"0.067","no",36,1,1
"8584",6.08,"Not Verified",5.71,"0.048","no",36,1,3
"8585",7.97,"Source Verified",27.4,"0.329","no",36,1,0
"8586",19.42,"Verified",29.97,"0.770","no",60,3,2
"8587",14.08,"Not Verified",23.65,"0.110","no",36,2,1
"8588",13.59,"Source Verified",26.63,"0.606","no",60,1,0
"8589",18.45,"Not Verified",30.88,"0.760","no",36,3,1
"8590",16.01,"Not Verified",22.5,"0.490","yes",36,3,1
"8591",13.58,"Source Verified",14.53,"0.215","no",60,3,6
"8592",13.59,"Source Verified",8.36,"0.681","no",36,1,5
"8593",9.93,"Not Verified",25.1,"0.379","yes",36,1,1
"8594",12.62,"Verified",19.5,"0.781","yes",60,2,0
"8595",30.75,"Source Verified",31.5,"0.080","yes",60,1,5
"8596",24.84,"Verified",17.91,"0.340","no",60,3,0
"8597",9.93,"Source Verified",8.25,"0.672","no",36,1,2
"8598",13.59,"Source Verified",11.14,"0.025","no",36,1,0
"8599",16.02,"Not Verified",16.62,"0.375","no",36,1,2
"8600",6.08,"Not Verified",24.34,"0.646","no",36,1,1
"8601",15.05,"Source Verified",9.24,"0.352","no",36,3,1
"8602",9.43,"Source Verified",23.62,"0.723","yes",36,2,3
"8603",9.93,"Source Verified",6.29,"0.068","no",60,1,1
"8604",11.99,"Not Verified",6.16,"0.670","no",36,1,2
"8605",9.93,"Not Verified",10.95,"0.153","no",36,1,0
"8606",12.61,"Source Verified",8.63,"0.339","no",60,3,0
"8607",21.45,"Not Verified",8.67,"0.767","no",60,1,1
"8608",7.34,"Not Verified",7.45,"0.132","yes",36,2,4
"8609",13.59,"Source Verified",16.34,"0.781","no",36,2,1
"8610",13.58,"Source Verified",25.5,"0.163","no",60,3,0
"8611",9.43,"Source Verified",20.48,"0.428","no",36,3,4
"8612",18.06,"Verified",57.83,"0.231","yes",60,2,1
"8613",10.42,"Not Verified",12.58,"0.232","no",36,1,1
"8614",12.62,"Source Verified",14.79,"0.473","no",36,2,4
"8615",6.71,"Not Verified",15.82,"0.334","no",36,2,0
"8616",7.96,"Source Verified",29.77,"0.245","no",36,2,1
"8617",7.34,"Not Verified",15.97,"0.116","no",36,3,0
"8618",13.58,"Source Verified",14.08,"0.681","no",60,3,3
"8619",10.9,"Verified",8.71,"0.051","no",36,3,1
"8620",10.9,"Source Verified",5.56,"0.920","yes",36,3,1
"8621",6.08,"Not Verified",9.08,"0.649","no",36,1,0
"8622",5.32,"Not Verified",23.71,"0.405","no",36,1,3
"8623",6.72,"Not Verified",2.16,"0.135","no",36,1,1
"8624",9.44,"Source Verified",38.54,"0.226","no",60,1,6
"8625",14.08,"Source Verified",18.98,"0.131","no",36,2,2
"8626",11.99,"Not Verified",10.57,"0.136","no",36,1,1
"8627",9.44,"Source Verified",18.65,"0.121","yes",36,1,2
"8628",17.47,"Source Verified",6.33,"0.057","yes",36,3,1
"8629",17.09,"Verified",21.12,"0.760","yes",36,2,1
"8630",14.08,"Source Verified",16.52,"0.685","no",36,1,4
"8631",18.45,"Verified",28.09,"0.355","no",36,3,2
"8632",13.58,"Source Verified",15.2,"0.135","no",36,2,2
"8633",19.03,"Verified",23.53,"0.234","no",36,2,7
"8634",5.32,"Not Verified",7.57,"0.050","no",36,1,0
"8635",9.92,"Source Verified",17.35,"0.326","no",60,3,1
"8636",12.62,"Not Verified",10.58,"0.293","no",60,1,2
"8637",11.99,"Verified",18.15,"0.026","no",36,1,3
"8638",10.9,"Source Verified",20.22,"0.651","no",36,3,0
"8639",7.97,"Not Verified",4.56,"0.671","no",36,1,0
"8640",11.98,"Not Verified",12.45,"0.081","no",36,2,1
"8641",17.09,"Not Verified",21.38,"1.013","no",36,1,2
"8642",6.08,"Not Verified",2.3,"0.011","no",36,2,2
"8643",9.93,"Source Verified",0.51,"0.117","no",36,1,0
"8644",9.44,"Source Verified",11.98,"0.029","no",60,1,1
"8645",7.34,"Not Verified",16.38,"0.768","no",36,2,2
"8646",18.45,"Not Verified",33.39,"0.404","no",60,3,0
"8647",22.91,"Verified",20.08,"0.292","no",36,2,2
"8648",16.01,"Source Verified",21.15,"0.597","no",36,3,6
"8649",6.71,"Source Verified",6.08,"0.654","no",36,3,0
"8650",10.91,"Source Verified",34.78,"0.486","no",36,1,9
"8651",17.47,"Not Verified",10.04,"0.725","yes",36,3,0
"8652",26.3,"Not Verified",12.73,"0.868","no",36,1,7
"8653",7.97,"Verified",45.25,"0.516","no",36,2,2
"8654",7.35,"Not Verified",7.02,"0.055","no",36,1,5
"8655",9.43,"Verified",9.6,"0.416","no",36,3,1
"8656",19.03,"Source Verified",15.34,"0.140","no",60,1,3
"8657",10.41,"Not Verified",29.24,"0.283","no",60,3,2
"8658",14.08,"Not Verified",13.48,"0.270","no",36,2,2
"8659",15.04,"Not Verified",17.69,"0.532","no",36,3,1
"8660",10.9,"Source Verified",15.38,"0.115","no",60,3,1
"8661",9.43,"Source Verified",5.02,"0.339","no",36,3,1
"8662",10.91,"Not Verified",7.97,"0.054","no",36,1,0
"8663",6.08,"Verified",110.44,"0.075","no",36,1,2
"8664",7.97,"Source Verified",23.24,"0.228","no",36,1,0
"8665",7.34,"Source Verified",12.94,"0.831","yes",36,3,1
"8666",20.39,"Verified",28.66,"0.396","no",60,3,2
"8667",10.42,"Not Verified",7.62,"0.473","no",36,1,1
"8668",18.45,"Source Verified",6.45,"0.059","no",60,3,1
"8669",15.05,"Source Verified",17.24,"0.276","no",60,1,1
"8670",13.59,"Not Verified",14.05,"0.276","no",60,2,0
"8671",7.97,"Source Verified",24.39,"0.658","no",36,2,3
"8672",6.08,"Not Verified",11.9,"0.305","no",36,1,0
"8673",5.32,"Not Verified",19.32,"0.379","yes",36,1,0
"8674",15.05,"Source Verified",20.25,"0.755","no",36,1,7
"8675",17.09,"Source Verified",13.95,"0.917","no",36,1,2
"8676",10.42,"Source Verified",0.75,"0.001","no",60,1,0
"8677",19.03,"Not Verified",31.52,"0.650","no",60,2,0
"8678",5.32,"Source Verified",7.85,"0.086","no",36,1,2
"8680",9.93,"Source Verified",19.43,"0.598","no",36,1,1
"8681",14.08,"Not Verified",8.16,"0.308","no",36,2,2
"8682",11.99,"Source Verified",16.37,"0.788","no",36,2,0
"8683",7.96,"Not Verified",11.49,"0.358","no",36,3,0
"8684",9.93,"Not Verified",34.46,"0.355","no",36,2,1
"8685",11.99,"Source Verified",34.46,"0.667","no",36,2,0
"8686",10.9,"Verified",19.77,"0.160","no",36,3,1
"8687",9.93,"Source Verified",9.07,"0.077","no",36,2,1
"8688",6.72,"Source Verified",7.78,"0.065","yes",36,2,3
"8689",15.05,"Verified",315.94,"0.175","no",60,1,1
"8690",14.08,"Verified",15.3,"0.195","no",60,1,2
"8691",9.92,"Source Verified",9.99,"0.061","no",36,3,2
"8692",15.04,"Source Verified",13.15,"0.909","no",60,3,0
"8693",19.03,"Source Verified",16.44,"0.573","no",36,1,2
"8694",9.43,"Not Verified",9.79,"0.684","no",60,3,1
"8695",21.45,"Verified",30.27,"0.119","no",36,1,4
"8696",10.9,"Not Verified",34.06,"0.442","no",36,3,5
"8697",11.98,"Verified",11.39,"0.230","no",60,3,1
"8698",20,"Source Verified",28.75,"0.813","no",60,1,3
"8699",11.98,"Verified",10.4,"0.159","yes",36,2,1
"8700",9.44,"Source Verified",13.33,"0.068","no",60,2,0
"8701",11.99,"Source Verified",16.36,"0.154","no",60,1,1
"8702",11.99,"Verified",57.34,"0.307","no",60,2,0
"8703",9.93,"Source Verified",12.28,"0.295","no",60,2,1
"8704",13.59,"Not Verified",24.04,"0.448","no",36,1,3
"8705",9.43,"Not Verified",18.76,"0.150","no",36,3,1
"8706",15.04,"Verified",18.6,"0.710","no",60,3,0
"8707",16.02,"Source Verified",30.43,"0.633","yes",36,1,0
"8708",17.09,"Not Verified",30.26,"0.266","no",60,2,3
"8709",10.42,"Not Verified",8.15,"0.693","no",36,2,0
"8710",10.41,"Not Verified",20.66,"0.307","no",36,2,1
"8711",17.09,"Source Verified",18.79,"0.250","no",60,2,2
"8712",18.06,"Not Verified",25.88,"0.701","no",60,1,0
"8713",16.02,"Verified",25.62,"0.737","no",36,2,2
"8714",7.35,"Not Verified",25.89,"0.452","no",36,1,2
"8715",10.91,"Source Verified",18.35,"0.169","no",60,2,1
"8716",21.45,"Source Verified",6.27,"0.662","no",60,1,1
"8717",6.71,"Source Verified",30.69,"0.214","no",36,3,0
"8718",18.06,"Verified",23.52,"0.630","no",60,1,2
"8719",10.42,"Not Verified",5.73,"0.533","no",36,2,0
"8720",6.08,"Not Verified",11.39,"1.069","no",36,1,1
"8721",10.9,"Not Verified",27.85,"0.448","yes",36,3,1
"8722",9.93,"Not Verified",7.05,"0.060","no",36,1,3
"8723",28.72,"Verified",35.78,"0.450","no",60,1,12
"8724",10.9,"Source Verified",12.6,"0.411","no",36,2,1
"8725",10.9,"Not Verified",12.78,"0.721","yes",36,3,1
"8726",9.93,"Not Verified",10.91,"0.186","yes",36,1,1
"8727",7.97,"Verified",1.64,"0.035","no",36,1,0
"8728",6.07,"Source Verified",26.48,"0.467","no",36,2,0
"8729",10.91,"Not Verified",28.8,"0.300","no",36,1,6
"8730",9.44,"Verified",22.26,"0.261","no",36,1,5
"8731",10.9,"Source Verified",29.54,"0.279","no",60,3,9
"8732",9.44,"Verified",13.4,"0.172","no",60,1,0
"8733",7.97,"Source Verified",18.41,"0.442","no",36,2,3
"8734",20,"Verified",19.71,"0.758","no",36,1,5
"8735",12.62,"Not Verified",30.08,"0.139","no",36,2,1
"8736",6.71,"Not Verified",19.79,"0.286","yes",36,3,0
"8737",11.99,"Source Verified",14.02,"0.233","no",36,1,1
"8738",17.09,"Verified",35.3,"0.555","yes",36,1,0
"8739",15.04,"Source Verified",8,"0.104","no",36,3,4
"8740",11.98,"Source Verified",7.65,"0.443","no",60,3,3
"8741",6.07,"Source Verified",27.17,"0.210","no",36,3,1
"8742",21.45,"Verified",47.68,"0.413","no",36,1,2
"8743",20,"Verified",43.14,"0.615","no",36,1,1
"8744",11.99,"Source Verified",9.14,"0.083","no",36,3,2
"8745",24.84,"Verified",40.46,"0.254","no",60,3,0
"8746",18.06,"Source Verified",6.07,"0.060","no",36,2,8
"8747",7.35,"Source Verified",28.74,"0.265","no",36,2,2
"8748",11.98,"Source Verified",21.6,"0.160","no",60,3,2
"8749",6.08,"Not Verified",29.2,"0.221","no",36,2,1
"8750",26.3,"Source Verified",25.13,"0.571","no",60,1,3
"8751",15.05,"Verified",16.05,"0.650","no",36,2,2
"8752",11.98,"Verified",106.66,"0.601","no",36,3,3
"8753",15.05,"Verified",16.89,"0.096","no",36,2,0
"8754",19.03,"Verified",25.09,"0.781","no",60,3,1
"8755",10.91,"Source Verified",10.48,"0.060","no",36,2,0
"8756",7.96,"Source Verified",8.11,"0.179","no",36,3,2
"8757",16.02,"Not Verified",13.58,"0.162","no",60,2,4
"8758",5.32,"Source Verified",2.04,"0.237","no",36,2,0
"8759",11.99,"Source Verified",20.83,"0.337","no",36,1,1
"8760",19.42,"Source Verified",23.68,"0.757","no",36,3,4
"8761",6.71,"Not Verified",20.08,"0.135","no",36,3,0
"8762",7.34,"Source Verified",8.65,"0.080","no",36,3,0
"8763",6.08,"Source Verified",3.97,"0.396","no",36,2,5
"8764",10.9,"Verified",22.77,"0.280","no",60,3,3
"8765",6.72,"Source Verified",25.67,"0.163","no",36,1,2
"8766",14.07,"Verified",19.36,"0.140","no",36,2,1
"8767",10.9,"Source Verified",7.25,"0.192","no",60,3,3
"8768",6.72,"Source Verified",7.36,"0.237","no",36,1,0
"8769",13.58,"Verified",15.95,"0.119","no",36,2,0
"8770",10.42,"Source Verified",17.01,"0.384","no",60,1,2
"8771",10.41,"Source Verified",33.12,"0.792","no",36,3,1
"8772",7.96,"Not Verified",10.47,"0.117","no",36,3,2
"8773",11.98,"Source Verified",13.2,"0.555","no",60,3,0
"8774",11.99,"Source Verified",17.46,"0.134","yes",36,1,5
"8775",7.35,"Not Verified",18.95,"0.256","no",36,1,0
"8776",13.59,"Not Verified",11.69,"0.035","no",60,2,0
"8777",6.08,"Not Verified",11.2,"0.269","no",36,2,1
"8778",12.61,"Source Verified",11.19,"0.213","no",36,3,3
"8779",12.62,"Verified",17.69,"0.467","no",60,1,1
"8780",15.05,"Not Verified",42.03,"0.801","yes",60,2,5
"8781",15.05,"Source Verified",11.33,"0.505","no",60,1,1
"8782",15.04,"Not Verified",26.82,"0.175","no",60,3,4
"8783",9.43,"Source Verified",37.8,"0.475","no",60,2,0
"8784",12.62,"Source Verified",29.59,"0.627","no",36,1,2
"8785",11.99,"Verified",26.95,"0.100","no",60,1,0
"8786",11.99,"Source Verified",18.29,"0.777","no",36,1,1
"8787",14.08,"Not Verified",30.76,"0.657","no",36,1,2
"8788",5.32,"Source Verified",16.32,"0.053","no",36,2,4
"8789",14.07,"Source Verified",27.37,"0.285","no",60,3,0
"8790",10.9,"Source Verified",2.84,"0.071","no",36,3,1
"8791",13.59,"Source Verified",19.31,"0.247","no",60,2,5
"8792",18.45,"Source Verified",21.77,"0.825","no",36,3,2
"8793",18.06,"Verified",16.44,"0.075","no",36,2,1
"8794",6.72,"Source Verified",29.12,"0.176","yes",36,2,0
"8795",19.42,"Verified",24.98,"0.561","no",60,3,0
"8796",9.92,"Verified",17.53,"0.138","no",36,3,4
"8797",10.42,"Source Verified",19.92,"0.817","no",36,2,2
"8798",7.35,"Source Verified",21.16,"0.358","no",60,1,1
"8799",14.08,"Source Verified",7.64,"0.449","no",60,2,0
"8800",14.08,"Not Verified",22.88,"0.469","no",36,1,1
"8801",5.31,"Source Verified",12.86,"0.048","no",36,3,2
"8802",15.05,"Verified",39.48,"0.330","no",36,2,0
"8803",14.08,"Not Verified",20.52,"0.513","yes",60,2,5
"8804",11.99,"Source Verified",5.98,"0.070","no",60,1,1
"8805",7.96,"Source Verified",19.26,"0.368","no",36,3,5
"8806",7.96,"Source Verified",10.3,"0.131","no",36,3,3
"8807",9.44,"Not Verified",4.94,"0.012","no",60,2,0
"8808",13.58,"Verified",29.45,"0.214","no",36,3,1
"8809",7.34,"Not Verified",7.28,"0.089","no",36,3,0
"8810",5.31,"Not Verified",11.77,"0.266","yes",36,3,1
"8811",6.71,"Source Verified",16.18,"0.084","no",36,3,0
"8812",5.31,"Verified",2.19,"0.013","no",36,3,4
"8813",11.99,"Source Verified",9.1,"0.138","no",36,1,6
"8814",6.72,"Not Verified",9.43,"0.360","no",36,1,0
"8815",11.99,"Not Verified",19.42,"0.773","no",36,2,0
"8816",5.32,"Not Verified",21.39,"0.045","no",36,1,0
"8817",12.61,"Verified",17.1,"0.122","no",60,3,5
"8818",10.42,"Not Verified",6.43,"0.983","no",36,1,0
"8819",23.88,"Verified",6.8,"1.357","no",60,2,1
"8820",6.72,"Not Verified",26.44,"0.897","no",36,1,1
"8821",14.07,"Not Verified",27.23,"0.348","no",60,3,1
"8822",9.44,"Source Verified",13.51,"0.301","no",60,2,1
"8823",17.09,"Not Verified",33.41,"0.636","no",36,3,2
"8824",12.62,"Not Verified",19.12,"0.098","no",60,1,2
"8825",19.42,"Source Verified",34.65,"0.154","yes",36,3,2
"8826",10.91,"Source Verified",13.73,"0.309","no",36,1,0
"8827",14.08,"Not Verified",24.57,"0.587","no",60,2,0
"8828",6.72,"Source Verified",22.4,"0.422","no",36,1,11
"8829",10.42,"Not Verified",4.56,"0.322","no",36,1,3
"8830",21.45,"Verified",29.34,"0.374","no",60,1,0
"8831",16.01,"Not Verified",10.85,"0.254","no",60,3,1
"8832",11.98,"Source Verified",15.78,"0.118","no",36,3,3
"8833",13.58,"Verified",26.02,"0.207","no",36,3,4
"8834",17.47,"Source Verified",22.86,"0.295","no",60,3,2
"8835",16.02,"Source Verified",14.11,"0.119","yes",36,1,2
"8836",5.32,"Verified",3.44,"0.153","no",36,1,1
"8837",11.98,"Source Verified",25.32,"0.437","no",36,3,0
"8838",13.59,"Source Verified",32.12,"0.676","no",36,2,0
