interest_rate,income_ver,debt_to_income,credit_util,bankruptcy,term,issue,credit_checks,credit_utilized
9.93,Not Verified,33.02,0.357909297,1,36,3,9,62875
14.08,Source Verified,8.4,0.836019839,0,36,2,5,16182
9.93,Verified,17.43,0.4936161,0,36,2,0,15967
16.02,Verified,17.43,0.166557578,0,60,2,1,24429
20.39,Source Verified,33.3,0.290052955,0,36,3,0,59375
30.65,Source Verified,35.95,0.418187923,0,60,1,1,137013
11.99,Not Verified,13.63,0.607987922,0,36,1,4,40675
7.35,Source Verified,8.52,0.073807832,0,36,1,1,112880
26.3,Verified,30.16,0.849954991,0,60,2,8,152017
21.45,Not Verified,37.65,0.349703074,0,60,1,5,97635
13.59,Source Verified,14.74,0.099768418,0,60,2,3,33905
18.45,Not Verified,37.19,0.904234675,0,36,3,0,60109
11.99,Source Verified,34.22,0.771865306,0,36,2,1,30853
12.61,Source Verified,17.11,0.184249038,0,60,3,6,65846
10.41,Not Verified,15.84,0.44364439,0,36,3,1,53665
25.82,Verified,31.16,0.992122614,0,36,2,0,155291
15.05,Verified,19.61,0.716312192,1,60,1,7,75341
9.43,Not Verified,33,1.130417134,0,36,3,3,178234
12.62,Source Verified,16.59,0.125151961,0,36,2,1,39017
21.45,Source Verified,14.33,0.319524411,0,36,1,2,27304
11.99,Source Verified,12.25,0.465165329,0,36,1,1,27348
16.02,Source Verified,20.6,0.284102243,0,60,1,9,85173
20.39,Verified,26.22,0.636942892,0,60,3,0,18693
19.42,Source Verified,19.55,0.179519423,0,60,3,7,44826
9.44,Source Verified,25.99,0.175328349,0,60,1,0,34708
15.05,Source Verified,8.6,0.772105188,0,36,2,4,21551
10.9,Not Verified,24.65,0.544702081,0,36,3,0,38103
7.35,Not Verified,21.04,0.203566434,0,36,1,0,8733
24.84,Not Verified,29.53,0.789142473,0,60,3,2,76243
7.35,Not Verified,26.19,0.085300169,0,36,1,0,23011
14.07,Verified,31.22,0.262578217,0,60,3,1,73310
11.99,Source Verified,24.13,0.490972167,0,36,2,1,18681
11.99,Not Verified,11.3,0.096323142,0,60,1,2,14990
7.97,Not Verified,12.87,0.49097493,0,36,2,1,70504
28.72,Not Verified,21.23,0.452279679,0,60,3,0,24988
5.32,Source Verified,12.36,0.199332453,0,36,3,1,90716
9.43,Source Verified,7.32,0.083199668,0,36,3,1,24483
10.41,Source Verified,1.58,0.657747274,0,36,3,1,60568
12.61,Source Verified,20.24,0.137976942,0,36,3,0,41767
7.34,Source Verified,15.15,0.093464644,0,36,2,0,12385
9.93,Not Verified,35.55,0.534697706,0,60,2,1,101476
26.77,Source Verified,26.33,0.784059946,0,60,3,0,28775
10.9,Source Verified,17.08,0.617330003,0,60,3,3,112701
24.85,Verified,36.08,0.655454359,0,60,2,1,35192
20,Source Verified,6.74,0.528110092,1,36,2,4,14391
18.06,Not Verified,13.42,0.452821936,0,36,2,0,36233
12.61,Not Verified,29.79,0.594817589,0,36,2,0,31288
18.45,Not Verified,31.04,0.723752747,0,60,3,8,71142
14.08,Verified,148.04,0.378493324,0,60,2,1,139010
13.59,Not Verified,15.66,0.79800567,1,36,2,1,49537
10.42,Verified,24.39,0.284660017,0,36,2,3,403275
10.42,Not Verified,15.27,0.11214467,0,36,2,4,26511
9.92,Source Verified,9.1,0.62630348,0,36,3,1,71232
11.98,Source Verified,7.96,0.113227289,0,36,3,1,16016
6.71,Source Verified,17.88,0.050170368,0,36,3,0,8113
9.43,Source Verified,17.86,0.238510587,0,60,2,0,39650
25.82,Not Verified,13.97,0.069826476,0,60,2,3,47588
13.59,Verified,19.22,0.609056604,0,36,1,0,12912
15.05,Not Verified,35.3,0.50416887,0,36,2,13,89614
13.59,Not Verified,16.6,0.625832236,0,36,1,1,67021
5.32,Not Verified,9.16,0.4229965,0,36,1,1,19218
24.84,Source Verified,21.05,0.52604488,0,36,3,3,29842
12.62,Source Verified,13.56,0.09696302,1,60,1,3,32036
12.62,Verified,24.2,0.071457217,0,36,1,0,23342
24.84,Source Verified,31.58,0.450854277,0,60,3,4,179518
6.07,Not Verified,27.88,0.378086909,0,36,3,2,201588
17.47,Verified,21.97,0.591237623,1,60,3,1,72967
17.47,Verified,9.83,0.23563664,0,60,3,5,14285
16.02,Not Verified,21.71,0.459703288,0,60,1,7,25223
7.34,Verified,8.65,0.06936,0,36,3,0,1734
12.62,Not Verified,28.24,0.44780675,0,60,2,0,46215
10.9,Verified,19.43,0.651097561,1,36,3,1,16017
7.35,Verified,27.85,0.308446789,0,36,2,0,80223
13.59,Not Verified,8.81,0.05803326,0,36,1,2,15201
6.08,Not Verified,4.83,0.068836513,0,36,1,0,12144
5.32,Not Verified,25.9,0.486307878,0,36,1,1,33777
18.06,Source Verified,11.66,0.563785408,1,60,2,1,19326
9.93,Not Verified,4.95,0.22375,0,36,1,5,6086
20.39,Not Verified,19.27,0.819741509,0,36,3,0,53848
17.47,Verified,12.72,0.263129921,0,36,3,2,13367
9.44,Not Verified,12.77,0.111265953,1,60,1,1,33374
11.98,Source Verified,21.05,0.71749732,0,36,3,1,47522
12.62,Source Verified,21.7,0.425673759,0,36,1,1,12004
9.92,Not Verified,16.92,0.507347172,0,60,3,1,52377
10.42,Not Verified,19.1,0.22745949,0,60,2,2,101363
11.99,Verified,5.57,0.050791478,0,60,1,2,10242
10.42,Not Verified,5.76,0.336423358,1,36,1,0,4609
14.08,Not Verified,27.3,0.530221328,0,36,1,1,13176
10.41,Not Verified,3.02,0.014708906,0,36,3,4,2146
12.61,Not Verified,17.37,0.543719114,0,36,3,1,13643
12.61,Source Verified,19.65,0.234037371,0,60,3,0,86485
21.45,Verified,25.22,0.348269863,1,60,2,1,54048
13.58,Not Verified,29.94,0.80530143,0,36,2,0,146738
12.61,Verified,17.65,0.093296898,1,36,3,10,58143
19.42,Not Verified,34.89,0.279578427,0,60,3,1,133140
14.08,Not Verified,23.68,0.731669933,0,36,2,7,37711
10.42,Source Verified,21.52,0.338197552,0,60,1,3,70895
16.01,Not Verified,8.87,0.087970533,0,36,3,5,19584
18.06,Source Verified,19.65,0.614379178,0,60,1,2,43197
15.05,Source Verified,23.29,0.426624137,0,60,1,0,177084
9.43,Not Verified,3.33,0.795935357,0,36,3,1,43981
10.42,Source Verified,23.43,0.241060985,0,60,2,4,88001
14.08,Source Verified,15.88,0.14467183,0,36,1,0,43540
10.91,Source Verified,22.1,0.581564417,0,36,2,1,18959
18.45,Source Verified,13.32,0.84316267,0,60,3,3,52040
10.41,Source Verified,20.35,0.49968441,0,60,3,0,26125
10.91,Verified,31.29,0.803678009,0,36,2,1,72982
9.92,Not Verified,25.77,0.549378318,0,36,2,3,40871
7.34,Not Verified,33.85,0.356383838,0,36,2,1,17641
30.17,Verified,11.93,0.40263714,0,60,3,4,65927
19.03,Source Verified,35.74,0.393490959,1,60,2,11,77670
7.97,Source Verified,19.07,0.748259239,0,36,1,4,40513
12.62,Source Verified,14.53,0.654872557,0,36,2,0,29521
9.93,Not Verified,27.37,0.765938966,1,36,1,2,26454
5.31,Not Verified,15.99,0.217840921,0,36,3,0,41246
10.42,Source Verified,24.2,0.518106201,0,36,1,1,36999
10.91,Not Verified,3.68,1.001545725,0,36,2,3,83585
10.42,Source Verified,16.68,0.623956594,1,36,2,4,11960
10.91,Source Verified,18.81,0.265525618,0,36,1,1,76187
12.62,Source Verified,8.15,0.081073512,0,60,2,0,25765
9.92,Source Verified,30.47,0.191924203,0,36,3,0,34821
9.92,Verified,6.22,0.020687285,0,36,3,0,7224
20,Verified,39.99,0.739860363,1,36,2,2,27764
19.42,Verified,23.52,0.500383011,0,36,3,1,17637
6.71,Not Verified,4.58,0.565962756,0,36,3,0,12248
14.07,Source Verified,16.5,0.150621831,1,60,3,3,52841
14.08,Not Verified,15.14,0.291632947,0,36,1,0,51892
6.72,Not Verified,15.47,0.15113114,0,36,2,4,78843
6.08,Source Verified,5.06,0.063052725,0,36,1,2,15001
11.98,Verified,13.64,0.862834657,0,36,3,2,49116
25.82,Verified,14.27,0.084120981,0,60,2,5,48247
19.03,Verified,19.01,0.182078449,0,36,1,1,41657
6.71,Not Verified,22.8,0.407171741,1,36,3,0,13694
16.02,Not Verified,22.09,0.595821492,0,60,2,4,31028
9.44,Not Verified,15.27,0.42681702,0,36,1,1,18698
14.07,Not Verified,1.95,0.467428571,0,36,3,3,3272
18.45,Not Verified,13.84,0.633918347,0,36,3,0,23803
9.93,Source Verified,12.74,0.572450876,0,36,2,1,28958
17.09,Verified,23.04,0.25301729,0,60,1,2,48846
11.98,Not Verified,20.13,0.580544784,0,36,3,3,72762
7.97,Source Verified,5.14,0.127591241,0,36,2,0,6992
10.9,Verified,18.76,0.181015702,0,60,3,1,84835
16.01,Source Verified,17.12,0.155026005,1,36,2,9,8197
15.04,Verified,19.1,0.430346574,0,36,3,10,102305
20,Source Verified,17.63,1.050044657,0,60,1,2,256297
14.07,Source Verified,30.37,1.142589595,0,36,3,0,134829
10.91,Not Verified,17.6,0.563736094,0,36,2,0,7297
10.41,Not Verified,19.36,0.135774689,0,36,3,0,31678
10.9,Source Verified,32.06,0.231428396,0,60,3,0,150484
6.71,Source Verified,0.66,0.685784922,0,36,2,0,125380
11.99,Source Verified,46.77,0.357263477,0,36,1,5,16502
16.01,Not Verified,29.62,0.62804842,0,60,2,0,42441
10.9,Not Verified,14.21,0.155447597,0,36,3,2,38685
13.59,Not Verified,61.28,0.318197442,0,60,1,0,44435
13.58,Not Verified,29.2,0.285801077,0,36,3,0,27755
15.05,Source Verified,9.03,0.783541667,0,36,1,1,11283
7.34,Not Verified,3.87,0.033333333,0,36,3,0,6150
9.93,Source Verified,7.27,0.145317736,0,36,2,2,18907
15.05,Not Verified,13.99,0.211817023,0,36,2,2,27579
6.72,Source Verified,18.75,0.137013068,0,36,1,3,68509
7.35,Not Verified,10.36,0.194150685,0,60,2,2,74702
13.59,Source Verified,31.32,0.28742468,0,36,1,1,14644
12.62,Verified,5.93,0.45836816,0,60,2,1,21387
17.09,Source Verified,26.5,0.215659065,0,36,1,6,86098
10.42,Source Verified,11.29,0.801590414,0,36,1,1,36793
21.85,Verified,23.75,0.734047059,0,60,3,1,31197
18.45,Verified,12.9,0.11331756,1,60,3,2,21553
14.08,Source Verified,0.97,0.013567728,0,60,1,5,5499
5.32,Source Verified,2.09,0.228708861,0,36,1,0,18068
12.62,Verified,31.37,0.61300052,0,36,2,0,23576
17.47,Not Verified,24.82,0.724523158,0,36,3,1,68032
19.42,Source Verified,48.56,0.537436085,1,36,3,4,26487
16.01,Verified,21.36,0.267488033,0,60,3,1,44594
11.98,Verified,1.77,0.306923077,0,36,3,1,399
6.72,Source Verified,20.19,0.508979637,0,36,1,1,64787
9.43,Source Verified,11.88,0.450009797,0,60,3,0,36746
13.59,Source Verified,11.3,0.552348426,0,36,2,1,15041
6.72,Source Verified,11.21,0.548996119,0,36,2,2,32539
9.44,Not Verified,22.82,0.558934338,1,36,2,1,43617
11.98,Verified,18.44,0.495504009,0,36,3,2,17303
11.99,Source Verified,24.56,0.736455827,0,36,2,0,24183
7.35,Source Verified,17.15,0.092045552,0,36,1,5,20425
13.59,Source Verified,31.12,0.46786268,0,60,3,0,42248
7.96,Source Verified,8.6,0.078168692,0,36,3,5,12971
20.39,Source Verified,17.19,1.023442639,0,36,3,5,256705
13.58,Source Verified,5.3,0.416137719,0,60,3,5,56251
6.72,Not Verified,18,0.45869281,2,36,2,1,21054
20,Not Verified,22.63,0.296819913,1,36,2,10,101028
9.92,Not Verified,6.56,0.511025641,1,36,3,0,5979
16.02,Not Verified,24.01,0.610552658,0,36,2,2,72704
18.06,Verified,26.31,0.336258262,0,60,2,2,58861
17.47,Verified,21.04,0.132088602,0,60,3,11,42518
16.01,Verified,36.24,0.111276246,0,36,3,1,60871
13.59,Source Verified,13.51,0.172464813,0,36,1,2,73435
9.43,Not Verified,8.68,0.171856459,0,36,3,3,63000
5.31,Not Verified,3.42,0.348186047,0,36,2,0,7486
21.45,Source Verified,25.76,0.476619942,0,60,1,0,18021
5.32,Source Verified,6.32,0.065497237,0,36,1,2,30935
17.47,Verified,55.44,0.189201995,0,60,3,1,38734
12.62,Verified,5.73,0.661028177,0,36,1,11,117743
18.45,Verified,23.63,0.360764459,0,36,3,1,95196
20,Source Verified,34.7,0.249394236,0,60,1,7,80076
6.08,Not Verified,0.64,0.052553333,0,36,2,2,7883
9.93,Verified,42.76,0.664348009,0,36,2,2,82041
7.35,Source Verified,6.67,0.057728824,0,60,2,2,17998
9.92,Source Verified,27.11,0.697186842,0,36,3,0,32788
16.01,Source Verified,8.37,0.499325191,1,60,2,10,44767
15.05,Verified,16.75,0.705489708,0,36,1,0,50415
14.08,Verified,8.75,0.007241379,0,60,1,0,105
13.58,Not Verified,25.47,1.035471516,0,36,3,1,248450
10.9,Not Verified,5.49,0.352802278,1,36,3,1,5080
6.72,Verified,12.35,0.04566111,0,36,2,0,16006
9.93,Source Verified,6.9,0.166740741,0,60,1,4,9004
12.61,Source Verified,8.16,0.039491912,0,36,3,3,5901
18.45,Source Verified,182.35,0.769851844,0,36,3,2,57782
7.97,Not Verified,13.26,0.558281042,0,36,1,0,29360
20,Source Verified,35.92,0.777451181,0,36,1,5,34120
26.77,Source Verified,18.3,0.787847068,0,60,3,1,117416
6.72,Not Verified,29.84,0.285329868,0,36,1,1,71149
14.08,Source Verified,14.19,0.447979266,0,36,1,1,15729
9.44,Verified,10.37,0.087483444,0,36,1,2,49274
16.02,Not Verified,22.51,0.182910722,0,36,1,1,39191
13.59,Not Verified,16.17,0.328840436,0,36,1,1,9954
10.9,Verified,19.83,0.382961272,1,36,3,3,10739
19.03,Verified,29.42,0.461672281,0,36,1,4,33438
10.91,Source Verified,35.5,0.201530795,0,36,1,1,47921
12.62,Verified,11.99,0.124662035,0,36,1,5,40713
16.01,Verified,24.93,0.149640789,0,60,3,1,39492
11.99,Not Verified,35.9,0.512712871,0,36,1,0,12946
12.62,Source Verified,16.25,0.172326337,0,60,1,0,72091
7.96,Source Verified,9.51,0.422558014,0,36,3,1,33669
12.62,Source Verified,22.67,0.231355576,0,60,2,1,159134
9.43,Not Verified,23.5,0.454009034,0,60,3,0,32162
7.34,Source Verified,4.91,0.052289339,0,36,3,8,19645
9.93,Not Verified,4.87,0.011989455,0,36,1,0,3411
12.62,Source Verified,3.37,0.038031888,0,60,1,0,7936
11.98,Source Verified,23.94,0.089198827,0,60,2,3,27315
11.98,Source Verified,13.65,0.723760241,1,60,3,0,50352
20,Verified,30.55,0.134127023,0,36,2,2,30227
9.93,Verified,41.54,0.762361166,0,60,1,14,94654
7.97,Not Verified,12.37,0.697680723,0,36,2,0,46326
15.04,Source Verified,8.53,0.061930052,1,60,3,5,43355
6.07,Source Verified,15.08,0.100405025,0,36,2,5,29252
24.85,Source Verified,23.18,0.23717555,0,60,1,5,62556
10.9,Not Verified,20.76,0.335275521,0,36,3,0,25664
6.08,Source Verified,12.83,0.051814343,0,36,1,5,14172
11.98,Source Verified,13.03,0.821452399,0,36,3,11,64024
16.02,Not Verified,13.23,0.071691938,0,36,1,2,20241
14.07,Verified,12.28,0.121440452,0,60,3,2,58408
7.35,Verified,6,0.018702968,0,36,2,0,2550
10.42,Not Verified,23.05,0.576959328,0,36,2,10,32443
20.39,Verified,10.55,0.665380568,0,60,3,1,13279
9.44,Source Verified,12.26,0.133474809,0,36,2,0,43650
12.62,Not Verified,5.43,0.586950355,0,36,1,0,8276
5.31,Not Verified,28.84,0.564514937,0,36,3,0,76380
13.59,Source Verified,20.25,0.299069214,0,60,1,3,123768
14.08,Source Verified,38.08,0.086609903,0,60,2,0,35775
9.93,Source Verified,15.07,0.09345346,0,60,1,1,28245
14.08,Verified,10.35,0.044920653,0,36,1,0,39346
16.02,Not Verified,19.78,0.250432191,0,36,2,2,84020
6.08,Not Verified,16.33,0.474789152,0,36,2,0,41771
19.03,Not Verified,5.19,0.041569038,0,36,2,4,28368
6.07,Not Verified,20.52,0.306013786,0,36,3,6,41553
7.97,Source Verified,8.76,0.349526627,0,36,2,0,5907
5.31,Source Verified,26.65,0.437262525,0,36,2,0,19794
21.45,Not Verified,16.73,0.161294883,0,60,2,1,39935
12.62,Verified,81.68,0.280130391,0,36,2,1,111630
16.02,Not Verified,23.01,0.212166484,0,36,2,2,20166
9.44,Source Verified,17.97,0.351497388,0,36,2,2,49049
23.88,Verified,35.56,0.472886825,0,60,2,3,36051
5.32,Not Verified,11.61,0.439061647,0,36,1,0,98878
7.34,Not Verified,22.79,0.537313433,0,36,3,1,64800
10.9,Source Verified,19.96,0.650043443,0,36,2,2,39652
11.98,Verified,11.5,0.077716449,0,60,3,4,46070
9.93,Source Verified,13.97,0.480169492,1,60,1,0,22664
19.42,Source Verified,33.85,0.846241544,0,36,3,0,155876
14.07,Source Verified,9.78,0.816430154,0,36,3,1,61905
15.04,Source Verified,20.84,0.571512464,0,60,3,1,65205
7.97,Source Verified,19.12,0.267221079,0,36,1,2,16227
16.02,Verified,17.96,0.723582402,0,60,3,5,38716
18.06,Source Verified,28.34,0.356929461,0,36,2,2,8602
10.91,Not Verified,29.62,0.222900153,0,36,2,10,128851
9.43,Not Verified,20.35,0.131847424,0,60,2,0,57303
13.59,Not Verified,14.68,0.350950003,0,36,1,0,48708
7.97,Not Verified,20.28,0.205341622,0,36,1,2,64613
15.04,Verified,18.19,0.806287564,0,36,3,1,31392
25.81,Verified,14.66,0.382772776,0,60,3,2,26574
19.42,Verified,24.65,0.146170931,0,60,3,1,59164
24.85,Not Verified,18.45,0.810767073,1,60,1,0,67635
29.69,Not Verified,9.91,0.113316466,0,60,3,2,26245
18.06,Verified,13.65,0.758436635,0,60,1,1,30408
14.07,Verified,20.88,0.723934775,1,36,3,2,19046
17.09,Source Verified,27.03,0.550655407,0,36,2,3,48646
19.42,Verified,4.26,0.590415762,0,60,3,0,7072
11.99,Verified,47.36,0.46287523,0,60,2,3,227842
10.9,Source Verified,8.95,0.103136257,0,36,3,1,44122
11.98,Source Verified,14.88,0.760321299,0,60,3,7,44015
21.85,Source Verified,8.38,0.122929425,0,60,3,7,48698
9.44,Source Verified,12.03,0.115754595,0,36,1,1,63861
12.62,Source Verified,8.47,0.385782493,0,60,1,0,14544
15.05,Source Verified,18.08,0.169021493,0,36,1,1,51416
7.35,Not Verified,16.67,0.045343263,0,36,2,0,14187
23.87,Source Verified,29.63,0.596835559,1,60,2,2,42512
12.61,Source Verified,10.09,0.534300912,0,36,3,5,35157
9.92,Not Verified,9.12,0.866593407,0,36,3,0,7886
15.05,Source Verified,24.68,0.110945841,0,60,2,3,86150
9.43,Not Verified,18.8,0.471278973,0,36,3,1,110530
16.02,Not Verified,33.42,0.719770479,1,36,1,2,75514
7.34,Source Verified,2.83,0.510647741,0,60,3,1,169125
9.43,Source Verified,0.81,0.000232044,0,36,3,1,28
10.9,Source Verified,11.24,0.238577274,0,36,3,1,22390
23.87,Source Verified,23.02,0.557318126,1,36,3,6,43881
10.42,Not Verified,31.02,0.647441062,0,36,2,2,61874
17.09,Not Verified,37.81,1.014885057,0,36,2,0,70636
6.07,Source Verified,14.58,0.297379408,0,36,3,0,16738
9.43,Source Verified,13.7,0.070880799,1,36,3,1,12071
13.58,Not Verified,29.4,0.246013937,0,60,3,1,35303
11.99,Verified,3.54,0.123068931,0,60,2,3,5449
11.98,Verified,10.97,0.438503554,1,36,3,0,15976
5.32,Source Verified,3.77,0.175345701,0,36,1,0,9206
12.62,Not Verified,25.33,0.172453127,0,60,1,2,68184
15.05,Source Verified,7.54,0.05402754,0,60,1,0,7655
7.35,Not Verified,17.83,0.283235404,0,60,1,3,110146
15.04,Not Verified,23.88,0.54668352,1,60,3,3,25517
19.42,Not Verified,13.11,0.582491944,0,36,3,3,5423
6.71,Source Verified,29.19,0.105545262,0,36,2,3,36173
5.31,Not Verified,15.27,0.508601612,0,36,3,0,73083
12.61,Verified,14.38,0.742033184,1,60,3,1,73255
9.44,Not Verified,21.14,0.327703223,0,36,1,7,55334
21.45,Verified,7.24,0.615322581,0,60,2,0,11445
6.72,Not Verified,7.93,0.245715619,0,36,1,1,29493
13.58,Source Verified,39.25,0.705911085,0,36,3,2,72262
9.93,Not Verified,27.92,0.534123363,1,36,1,0,45072
10.42,Source Verified,18,0.066592139,1,60,1,4,40566
10.42,Source Verified,2.15,0.025602484,0,60,2,0,8244
6.71,Verified,17.46,0.489177581,0,36,3,8,231313
9.43,Source Verified,17.45,0.405712575,0,36,3,3,33877
10.41,Verified,44.75,0.363281891,0,36,3,0,75280
14.08,Source Verified,9.53,0.147105091,0,60,1,1,21134
6.72,Source Verified,11.5,0.261386382,0,36,1,1,27685
12.61,Source Verified,28.44,0.921372519,0,36,3,0,47904
15.04,Verified,22.91,0.75406662,0,36,3,0,65039
9.92,Source Verified,3.89,0.129767442,1,36,3,3,3906
21.85,Not Verified,19.92,0.776719566,1,60,3,5,78211
5.32,Verified,43.24,0.303754734,0,36,1,0,135231
9.92,Verified,13.34,0.06696518,1,36,3,2,22732
5.31,Not Verified,9.38,0.195121742,0,36,3,0,45502
6.07,Source Verified,28.3,0.225114289,0,36,2,4,68939
16.02,Source Verified,27.78,0.080540756,0,60,2,5,22782
18.06,Source Verified,38.79,0.162186299,1,36,1,1,30510
20,Source Verified,17.3,0.852698079,0,36,1,4,50345
10.9,Source Verified,26.89,0.43265512,0,60,2,0,38595
7.34,Verified,28.21,0.234299456,0,36,3,0,46086
17.09,Source Verified,0,0,0,60,2,1,0
6.72,Not Verified,31.45,0.577338028,0,36,2,0,40991
5.31,Source Verified,11.12,0.067644853,0,36,2,6,25702
15.05,Source Verified,21.24,0.182892507,0,60,1,8,92146
11.99,Not Verified,15.95,0.562752613,1,36,1,1,16151
7.97,Not Verified,28.47,0.570306863,1,36,1,1,40311
20,Verified,20.48,0.311104991,0,36,1,3,80201
10.42,Not Verified,28.52,0.76868587,0,36,2,6,142263
10.41,Not Verified,33.97,0.721792346,0,36,3,1,45055
7.96,Source Verified,22.34,0.374369973,0,36,3,2,27928
11.98,Source Verified,18.81,0.265667737,0,36,2,0,57889
9.93,Not Verified,10.44,0.500514706,0,36,2,0,20421
13.59,Not Verified,5.89,0.569134615,0,36,1,0,23676
6.07,Not Verified,7.56,0.679011677,0,36,3,1,50126
7.96,Source Verified,4.21,0.039332907,0,36,3,1,5099
30.17,Source Verified,11.55,0.660394277,1,60,2,1,49344
7.96,Source Verified,8.83,0.066282414,0,36,3,3,28738
7.35,Source Verified,1.52,0.044166667,0,36,1,1,477
9.43,Source Verified,19.88,0.4484317,0,36,3,1,56658
10.91,Source Verified,14.59,0.189201189,1,36,1,3,20881
10.42,Verified,21.51,0.286275957,0,36,1,0,96986
13.59,Not Verified,10.4,0.334645758,1,36,1,4,74455
13.58,Source Verified,15.86,0.283376279,0,36,2,7,48499
6.08,Verified,4.23,0.067498449,0,36,1,1,32649
6.08,Not Verified,5.71,0.047739694,0,36,1,3,11513
7.97,Source Verified,27.4,0.328747812,0,36,1,0,107037
19.42,Verified,29.97,0.769769748,0,60,3,2,104039
14.08,Not Verified,23.65,0.109579736,0,36,2,1,66627
13.59,Source Verified,26.63,0.606484752,0,60,1,0,63522
18.45,Not Verified,30.88,0.760236323,0,36,3,1,171913
16.01,Not Verified,22.5,0.489564165,1,36,3,1,20219
13.58,Source Verified,14.53,0.214978161,0,60,3,6,28252
13.59,Source Verified,8.36,0.68063197,0,36,1,5,18309
9.93,Not Verified,25.1,0.378722222,1,36,1,1,34085
12.62,Verified,19.5,0.780659192,1,60,2,0,71435
30.75,Source Verified,31.5,0.079848393,1,60,1,5,30063
24.84,Verified,17.91,0.339599944,0,60,3,0,26536
9.93,Source Verified,8.25,0.672174533,0,36,1,2,19811
13.59,Source Verified,11.14,0.024997706,0,36,1,0,8717
16.02,Not Verified,16.62,0.375443182,0,36,1,2,33039
6.08,Not Verified,24.34,0.64554739,0,36,1,1,169085
15.05,Source Verified,9.24,0.352225519,0,36,3,1,11870
9.43,Source Verified,23.62,0.723063932,1,36,2,3,88195
9.93,Source Verified,6.29,0.0675867,0,60,1,1,74039
11.99,Not Verified,6.16,0.670152551,0,36,1,2,19417
9.93,Not Verified,10.95,0.153018342,0,36,1,0,24869
12.61,Source Verified,8.63,0.339155356,0,60,3,0,25088
21.45,Not Verified,8.67,0.767460674,0,60,1,1,34152
7.34,Not Verified,7.45,0.131549621,1,36,2,4,54182
13.59,Source Verified,16.34,0.780562152,0,36,2,1,129827
13.58,Source Verified,25.5,0.163296445,0,60,3,0,43987
9.43,Source Verified,20.48,0.428428571,0,36,3,4,11996
18.06,Verified,57.83,0.230551141,2,60,2,1,107503
10.42,Not Verified,12.58,0.231785235,0,36,1,1,17268
12.62,Source Verified,14.79,0.473017183,0,36,2,4,32098
6.71,Not Verified,15.82,0.333971003,0,36,2,0,19902
7.96,Source Verified,29.77,0.245359725,0,36,2,1,88356
7.34,Not Verified,15.97,0.115637467,0,36,3,0,19507
13.58,Source Verified,14.08,0.681362469,0,60,3,3,116962
10.9,Verified,8.71,0.050965592,0,36,3,1,6698
10.9,Source Verified,5.56,0.920129241,1,36,3,1,42717
6.08,Not Verified,9.08,0.648608927,0,36,1,0,56931
5.32,Not Verified,23.71,0.405377084,0,36,1,3,129595
6.72,Not Verified,2.16,0.134589041,0,36,1,1,1965
9.44,Source Verified,38.54,0.225691801,0,60,1,6,66993
